"Department","Urban/Rural","Sex","Age","Indiginous","Civil_Status","Residence_2016","Department_2016","Country_2016","Reason","Info_status","Employment_type","Income","Education","Occupation","Pay_frequency","Monthly_Income"
"Santa Cruz","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",18,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Male",32,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Female",15,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",13,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",17,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Education","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",34,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Self-Employed",3500,"Higher Education","Construction/Manufacturing Industry Workers","Monthly",3500
"Santa Cruz","Urban","Female",29,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",20,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education",NA,"Self-Employed",1000,"Higher Education","Service Workers/Merchants","Bi-weekly",2000
"Santa Cruz","Urban","Male",35,"Does not belong","Single","Abroad","","Ecuador","Work Transfer",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Male",27,"Does not belong","Single","Abroad","","Ecuador","Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Female",34,"Does not belong","Separated","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Office Employees",NA,NA
"Santa Cruz","Urban","Male",6,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Male",24,"Does not belong","Commonlaw Marriage","Abroad","","Perú","Job Search",NA,"Non-salaried employer/partner",7000,"Complete Secondary","Public Administration and Business Managers","Weekly",28000
"Santa Cruz","Urban","Female",71,"Does not belong","Divorced","Elsewhere in the country","La Paz",NA,"Family Reason","Elderly",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",18,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Stay-at-Home",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Female",21,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education","Student",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Male",69,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Health","Retired",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",67,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Health","Retired",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Male",45,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Health",NA,NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Male",35,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Santa Cruz","Urban","Female",41,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Santa Cruz","Urban","Female",13,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",12,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",24,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",22,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Education",NA,NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Male",30,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search","Student",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",49,"Does not belong","Commonlaw Marriage","Abroad","","España","Family Reason","Stay-at-Home",NA,NA,"Others",NA,NA,NA
"Santa Cruz","Urban","Female",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",150,"Higher Education","Mid-Level Technicians","Daily",4500
"Santa Cruz","Urban","Female",64,"Does not belong","Widowed","Elsewhere in the country","Beni",NA,"Health",NA,"Unskilled Laborer",NA,"Complete Primary","Unskilled Workers",NA,NA
"Santa Cruz","Urban","Male",38,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Female",38,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Self-Employed",460,"Higher Education","Service Workers/Merchants","Daily",13800
"Santa Cruz","Urban","Male",8,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",6,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Male",36,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",1000,"Higher Education","Mid-Level Technicians","Weekly",4000
"Santa Cruz","Urban","Female",24,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Stay-at-Home",NA,"Higher Education","Unskilled Workers",NA,NA
"Santa Cruz","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","Beni",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","Beni",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",35,"3. No soy boliviana o boliviano","Commonlaw Marriage","Abroad","","Chile","Health",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Santa Cruz","Urban","Female",41,"3. No soy boliviana o boliviano","Commonlaw Marriage","Abroad","","Chile","Health","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",13,"Does not belong","Single","Abroad","","Chile","Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",79,"3. No soy boliviana o boliviano","Widowed","Abroad","","Colombia","Health","Elderly",NA,NA,"Complete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",28,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Job Search",NA,"Self-Employed",6000,"Higher Education","Mid-Level Technicians","Monthly",6000
"Santa Cruz","Urban","Female",35,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Urban","Female",23,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Male",27,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Self-Employed",8000,"Higher Education","Mid-Level Technicians","Monthly",8000
"Santa Cruz","Urban","Female",53,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Stay-at-Home",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"Santa Cruz","Urban","Female",56,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",1000,"Incomplete Secondary","Service Workers/Merchants","Weekly",4000
"Santa Cruz","Urban","Female",21,"Belongs","Commonlaw Marriage","Abroad","","Chile","Family Reason",NA,"Unpaid Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Female",19,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Stay-at-Home",NA,"Complete Secondary","Unskilled Workers",NA,NA
"Santa Cruz","Urban","Male",25,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Male",62,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Retired",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",50,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",51,"3. No soy boliviana o boliviano","Commonlaw Marriage","Abroad","","República Bolivariana de Venezuela","Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Male",30,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Non-salaried employer/partner",30000,"Higher Education","Construction/Manufacturing Industry Workers","Annually",2500
"Santa Cruz","Urban","Female",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Male",48,"Does not belong","Divorced","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",58,"Does not belong","Separated","Abroad","","España","Family Reason",NA,"Self-Employed",5000,"Incomplete Secondary","Service Workers/Merchants","Bi-weekly",10000
"Santa Cruz","Urban","Female",33,"Does not belong","Commonlaw Marriage","Abroad","","República Bolivariana de Venezuela","Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Urban","Male",37,"Does not belong","Commonlaw Marriage","Abroad","","República Bolivariana de Venezuela","Job Search",NA,NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",55,"Does not belong","Divorced","Abroad","","España","Family Reason",NA,"Self-Employed",NA,"Others","Mid-Level Technicians",NA,NA
"Santa Cruz","Urban","Female",21,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education","Student",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",19,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education","Student",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",65,"Does not belong","Widowed","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Retired",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",57,"Does not belong","Widowed","Elsewhere in the country","Chuquisaca",NA,"Health",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Santa Cruz","Urban","Male",8,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Health","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",61,"Does not belong","Separated","Elsewhere in the country","La Paz",NA,"Health",NA,"Self-Employed",2000,"Higher Education","Scientific and Intellectual Professionals","Monthly",2000
"Santa Cruz","Urban","Male",37,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Santa Cruz","Urban","Female",32,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Family Reason",NA,"Self-Employed",1750,"Higher Education","Service Workers/Merchants","Quarterly",583.333333333333
"Santa Cruz","Urban","Female",25,"Does not belong","Single","Abroad","","Chile","Job Search",NA,"Self-Employed",250,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Daily",7500
"Santa Cruz","Urban","Female",5,"Does not belong",NA,"Abroad","","Chile","Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Male",31,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Installation/Machinery Operators",NA,NA
"Santa Cruz","Urban","Female",26,"Belongs","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",6,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Female",68,"Belongs","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",52,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Self-Employed",190,"Complete Secondary","Installation/Machinery Operators","Daily",5700
"Santa Cruz","Urban","Female",46,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Female",15,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",12,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",43,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Health",NA,"Unskilled Laborer",NA,"Complete Secondary","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Urban","Female",38,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Health",NA,"Self-Employed",550,"Incomplete Primary","Service Workers/Merchants","Daily",16500
"Santa Cruz","Urban","Male",45,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Incomplete Primary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Female",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",500,"Higher Education","Construction/Manufacturing Industry Workers","Daily",15000
"Santa Cruz","Urban","Female",13,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",10,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",6,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Female",18,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",46,"Belongs","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",200,"Higher Education","Installation/Machinery Operators","Daily",6000
"Santa Cruz","Urban","Female",46,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",1500,"Higher Education","Scientific and Intellectual Professionals","Weekly",6000
"Santa Cruz","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",35,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Health","Student",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Urban","Female",47,"Does not belong","Single","Abroad","","Italia","Family Reason",NA,"Self-Employed",500,"Incomplete Secondary","Service Workers/Merchants","Daily",15000
"Santa Cruz","Urban","Female",15,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",29,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,NA,NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Male",31,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Male",47,"Does not belong","Commonlaw Marriage","Abroad","","España","Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Female",28,"Does not belong","Single","Abroad","","Argentina","Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Santa Cruz","Urban","Male",9,"Does not belong",NA,"Abroad","","Argentina","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",35,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",1000,"Higher Education","Service Workers/Merchants","Weekly",4000
"Santa Cruz","Urban","Male",11,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Male",9,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Urban","Female",48,"3. No soy boliviana o boliviano","Divorced","Abroad","","Perú","Family Reason",NA,"Self-Employed",4000,"Higher Education","Scientific and Intellectual Professionals","Monthly",4000
"Santa Cruz","Urban","Female",15,"Does not belong","Single","Abroad","","Perú","Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Male",39,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Self-Employed",3000,"Higher Education","Agriculture, Livestock, Fishing and Others","Bi-annually",500
"Santa Cruz","Urban","Male",34,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Female",39,"Does not belong","Separated","Abroad","","Chile","Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",23,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",26,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Urban","Male",34,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Urban","Male",28,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Armed Forces",NA,NA
"Santa Cruz","Urban","Female",28,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Urban","Male",28,"Does not belong","Married","Abroad","","Perú","Job Search",NA,"Self-Employed",150,"Complete Secondary","Service Workers/Merchants","Daily",4500
"Santa Cruz","Urban","Female",48,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",500,"None","Service Workers/Merchants","Daily",15000
"Santa Cruz","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Education",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Urban","Female",26,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,NA,"Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Urban","Male",33,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Installation/Machinery Operators",NA,NA
"Santa Cruz","Urban","Male",48,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",3000,"Complete Secondary","Construction/Manufacturing Industry Workers","Bi-weekly",6000
"Santa Cruz","Urban","Female",42,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Incomplete Primary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Urban","Female",14,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"Santa Cruz","Urban","Female",47,"Does not belong","Separated","Elsewhere in the country","Beni",NA,"Job Search",NA,"Self-Employed",200,"Incomplete Primary","Service Workers/Merchants","Daily",6000
"Santa Cruz","Urban","Female",26,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Santa Cruz","Rural","Male",61,"Belongs","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Self-Employed",200,"Complete Primary","Mid-Level Technicians","Weekly",800
"Santa Cruz","Rural","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Santa Cruz","Rural","Male",28,"Does not belong","Commonlaw Marriage","Abroad","","Brasil","Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Male",44,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Rural","Male",24,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Unskilled Laborer",NA,"Others","Installation/Machinery Operators",NA,NA
"Santa Cruz","Rural","Male",30,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Installation/Machinery Operators",NA,NA
"Santa Cruz","Rural","Female",27,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",100,"Complete Secondary","Construction/Manufacturing Industry Workers","Daily",3000
"Santa Cruz","Rural","Female",23,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education","Student",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Rural","Male",44,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Rural","Female",38,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Rural","Male",14,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Male",13,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Female",9,"Belongs",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Rural","Male",6,"Belongs",NA,"Elsewhere in the country","Tarija",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Rural","Male",28,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Santa Cruz","Rural","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Rural","Male",55,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",50000,"Complete Primary","Agriculture, Livestock, Fishing and Others","Quarterly",16666.6666666667
"Santa Cruz","Rural","Male",23,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",90,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others","Daily",2700
"Santa Cruz","Rural","Female",21,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Female",19,"Belongs","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Male",38,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Female",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Female",13,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"Santa Cruz","Rural","Female",11,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Rural","Female",32,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Santa Cruz","Rural","Male",59,"Does not belong","Separated","Abroad","","Argentina","Job Search",NA,"Self-Employed",180,"Complete Secondary","Installation/Machinery Operators","Daily",5400
"Santa Cruz","Rural","Male",17,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
